Crop_Type,Soil_Type,Pesticide_Use_Category,Estimated_Insects_Count,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
Rabi,Alluvial,Herbicides,1478,90,37,13,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,915,60,18,16,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,915,35,33,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,10,24,20,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,2401,40,54,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,342,25,15,10,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,789,40,21,14,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,30,30,6,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1898,20,38,8,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1296,10,7,29,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,375,20,29,1,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,1297,20,47,0,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,1385,10,10,21,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2402,20,25,14,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1056,30,38,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,677,20,7,21,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,984,40,23,2,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2139,80,31,18,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,915,5,14,23,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,188,40,12,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2687,20,43,5,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1898,40,37,12,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1478,40,20,26,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1132,25,14,24,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,4096,20,50,10,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,2267,10,22,11,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,342,40,28,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1056,50,20,19,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,1576,50,42,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1576,30,46,18,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,1576,35,41,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,15,6,1,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,732,30,14,12,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2402,20,38,15,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,677,30,23,13,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,916,5,40,0,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1385,15,49,1,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,531,20,12,2,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1296,50,38,9,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,625,50,28,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,577,40,21,4,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,3702,5,61,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2402,20,19,23,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,577,5,14,19,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,2687,25,57,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,789,20,7,20,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,1212,5,30,14,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2840,20,50,3,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,411,25,22,0,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,915,20,30,4,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2541,10,23,31,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,40,29,18,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1296,10,19,19,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,2401,10,48,3,Summer,Minimal Damage
Kharif,Black-Cotton,Bactericides,1132,15,16,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1212,5,36,4,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,531,35,25,7,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,10,30,12,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,789,35,11,16,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1056,10,30,7,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,731,10,18,15,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,2267,40,39,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,40,20,29,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1385,25,25,18,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2542,5,13,36,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,1678,5,56,0,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,209,60,22,0,Summer,Minimal Damage
Kharif,Black-Cotton,Bactericides,168,20,20,0,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,448,30,24,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2840,5,5,43,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,789,40,29,9,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,984,20,23,8,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1132,15,37,0,Summer,Minimal Damage
Kharif,Black-Cotton,Bactericides,375,30,24,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,915,10,17,19,Winter,Minimal Damage
Kharif,Black-Cotton,Bactericides,488,60,10,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1212,30,26,9,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,411,30,22,2,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,209,10,19,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,731,30,27,0,Winter,Minimal Damage
Rabi,Alluvial,Bactericides,1056,30,12,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,577,10,29,3,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1132,30,20,11,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,40,21,25,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,1576,40,48,0,Winter,Minimal Damage
Kharif,Black-Cotton,Bactericides,1385,15,32,0,Winter,Minimal Damage
Kharif,Alluvial,Bactericides,1576,15,35,0,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,915,5,27,3,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,1678,15,22,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,915,10,19,18,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,531,20,32,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,30,21,22,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2267,40,44,4,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,851,30,22,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1898,15,47,3,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,375,20,22,8,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,20,15,22,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,851,60,39,2,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1575,10,44,2,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,45,12,8,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,1297,30,50,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1385,50,25,20,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,984,10,25,3,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,1132,30,32,6,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1678,20,39,5,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,15,15,21,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,577,40,21,9,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,2139,15,45,6,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,342,35,25,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,15,22,23,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,10,25,12,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,10,20,21,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,625,10,15,2,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,375,40,29,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,1576,20,47,5,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,2542,20,50,0,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,577,5,10,18,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1385,30,40,6,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2688,50,32,26,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1132,10,26,20,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,2267,10,26,19,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,312,20,12,0,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1385,10,5,29,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,789,25,29,8,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,20,6,22,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1385,30,21,22,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,40,21,8,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,531,35,24,4,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1576,50,44,2,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,40,23,12,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2138,10,20,33,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,30,9,28,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1296,20,18,18,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,3896,10,20,34,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,411,10,19,1,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,851,10,26,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2138,40,31,10,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1785,20,45,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,789,25,31,2,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,448,20,12,6,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2401,30,35,13,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,342,30,25,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2999,60,55,5,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2267,20,13,37,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,2015,15,47,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,1132,20,28,13,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,850,80,32,4,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,2999,40,53,4,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2401,30,28,30,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,375,30,15,5,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,80,28,12,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,2688,20,47,10,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1786,30,36,1,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,531,15,30,1,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,30,18,17,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2138,10,20,32,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,1132,40,39,0,Winter,Minimal Damage
Rabi,Alluvial,Bactericides,984,10,44,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1678,40,45,5,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,488,20,8,8,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2840,10,52,4,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,15,16,19,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,311,20,31,9,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,3164,20,38,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,915,5,10,21,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1296,5,15,25,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2139,20,21,32,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,2015,15,29,17,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,916,15,24,13,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,2999,20,16,6,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,851,5,20,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,850,40,35,2,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1132,20,24,19,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,732,40,32,2,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,168,5,18,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1678,20,8,5,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,625,40,39,0,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,60,20,4,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,531,5,29,0,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,448,30,16,3,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,531,60,22,7,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1576,15,32,14,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,488,20,21,8,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,677,60,33,2,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,168,25,12,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,984,70,34,10,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,375,15,15,3,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,40,30,10,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2138,40,25,20,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1678,50,24,8,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1576,5,15,13,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,311,20,23,1,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,790,20,33,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,3516,20,46,9,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,257,15,12,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1385,25,27,13,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,732,25,29,10,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,531,30,31,1,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1898,10,33,15,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,984,10,22,14,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1385,25,15,8,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,1785,20,32,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2688,40,48,9,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,3895,20,36,24,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1132,5,24,18,Winter,Minimal Damage
Kharif,Alluvial,Bactericides,916,15,35,0,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2542,20,47,13,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2139,10,26,10,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,984,15,31,13,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,1478,25,47,0,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1576,20,17,22,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1478,30,33,1,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,1212,20,38,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,531,10,8,14,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,984,25,32,8,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,625,30,35,1,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,411,50,25,4,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2015,20,11,35,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1056,10,9,27,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,15,8,20,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2139,15,18,34,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2015,15,28,20,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1385,30,37,3,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,488,10,25,6,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1385,10,43,1,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2840,20,44,15,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2138,60,34,13,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,20,46,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,256,25,18,4,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,90,30,11,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,488,60,25,4,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1212,20,10,24,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,448,20,26,3,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1212,80,33,4,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2840,20,29,34,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,410,40,21,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1478,20,42,3,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,789,20,23,0,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,188,15,12,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,677,20,31,6,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2840,20,45,13,Summer,Minimal Damage
Kharif,Black-Cotton,Bactericides,188,30,22,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2267,10,20,23,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2401,20,26,3,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2688,10,44,12,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1385,10,20,19,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2401,25,30,22,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1678,60,42,6,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,1056,25,18,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1785,15,28,10,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1132,10,41,3,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,1576,10,35,12,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2138,40,27,13,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,732,40,23,10,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1785,20,22,23,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,448,80,21,4,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1212,45,42,2,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,916,25,13,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1212,60,30,12,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,984,10,20,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1478,10,32,13,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,789,40,30,7,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,851,20,38,8,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,3516,15,35,8,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1132,20,11,22,Monsoon,Minimal Damage
Kharif,Black-Cotton,Bactericides,1296,50,39,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1785,15,33,14,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,30,12,22,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2139,15,13,28,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,3337,40,54,10,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1478,35,35,12,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1297,5,25,7,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2401,60,30,14,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2542,20,10,41,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,731,35,26,6,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1056,25,15,14,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,40,20,17,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,850,5,30,4,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,790,30,20,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1576,5,24,21,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2542,30,33,18,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,790,50,14,17,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1786,40,7,25,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,2267,10,38,11,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,625,20,19,12,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,1132,90,38,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1296,5,18,27,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1056,60,25,22,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,488,60,23,4,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,342,30,30,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1385,5,39,31,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1575,50,39,5,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1385,10,36,10,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,1385,40,23,16,Winter,Minimal Damage
Rabi,Alluvial,Bactericides,677,20,6,0,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,1786,40,41,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1296,30,22,15,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,2015,40,44,5,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,488,80,18,6,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,984,60,40,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2542,20,45,12,Summer,Minimal Damage
Kharif,Alluvial,Bactericides,342,25,24,0,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1678,15,30,13,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1678,50,25,25,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1056,30,28,15,Winter,Minimal Damage
Kharif,Black-Cotton,Bactericides,1898,25,45,0,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,577,20,15,1,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1132,60,25,21,Summer,Minimal Damage
Rabi,Black-Cotton,Bactericides,150,5,22,0,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1056,40,28,4,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,1678,30,46,10,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,789,30,18,18,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,851,10,40,1,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,50,19,18,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,984,40,15,23,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,851,40,34,8,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,448,10,15,11,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,2016,20,44,6,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,3164,20,34,29,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1678,20,25,5,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2402,50,33,20,Monsoon,Minimal Damage
Kharif,Alluvial,Herbicides,1575,10,35,7,Summer,Minimal Damage
Rabi,Alluvial,Bactericides,410,45,31,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,984,40,15,17,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,1056,35,22,17,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2267,20,22,32,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,2016,20,25,18,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,188,15,17,3,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,577,45,13,19,Winter,Minimal Damage
Rabi,Alluvial,Herbicides,1212,20,13,9,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,1786,60,39,10,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,489,40,22,10,Summer,Minimal Damage
Kharif,Alluvial,Herbicides,732,20,11,6,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,732,5,21,10,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2402,30,44,12,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,626,20,26,8,Winter,Minimal Damage
Kharif,Alluvial,Herbicides,2138,40,54,6,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,732,20,26,16,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,488,30,15,12,Winter,Minimal Damage
Rabi,Black-Cotton,Herbicides,2999,20,17,39,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,488,40,12,15,Summer,Minimal Damage
Rabi,Alluvial,Herbicides,2541,40,48,16,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,1296,20,29,0,Monsoon,Minimal Damage
Rabi,Black-Cotton,Bactericides,1385,10,22,0,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,1132,20,27,0,Summer,Minimal Damage
Rabi,Black-Cotton,Herbicides,1678,20,21,23,Monsoon,Minimal Damage
Rabi,Black-Cotton,Herbicides,2138,60,31,21,Summer,Minimal Damage
Kharif,Black-Cotton,Bactericides,531,30,18,0,Monsoon,Minimal Damage
Rabi,Alluvial,Herbicides,3516,20,38,22,Monsoon,Minimal Damage
Kharif,Alluvial,Bactericides,488,60,32,0,Monsoon,Minimal Damage
Rabi,Alluvial,Bactericides,1678,10,40,0,Winter,Minimal Damage
Rabi,Black-Cotton,Bactericides,1478,50,44,0,Summer,Minimal Damage
